peptide_id,SVM_pred,SVM_prob_AMP,SVM_confidence,SVM_hyperplane_distance,SVM_distance,SVM_score_z,ESM-only_pred,ESM-only_prob_AMP,ESM-only_confidence,ESM-only_logit_AMP,ESM-only_logit_nonAMP,ESM-only_logit_margin,ESM-only_score_z,ESM+Geo20_pred,ESM+Geo20_prob_AMP,ESM+Geo20_confidence,ESM+Geo20_logit_AMP,ESM+Geo20_logit_nonAMP,ESM+Geo20_logit_margin,ESM+Geo20_score_z,ESM+QSAR12_pred,ESM+QSAR12_prob_AMP,ESM+QSAR12_confidence,ESM+QSAR12_logit_AMP,ESM+QSAR12_logit_nonAMP,ESM+QSAR12_logit_margin,ESM+QSAR12_score_z,ESM+Combined32_pred,ESM+Combined32_prob_AMP,ESM+Combined32_confidence,ESM+Combined32_logit_AMP,ESM+Combined32_logit_nonAMP,ESM+Combined32_logit_margin,ESM+Combined32_score_z
SEQ_1007,1,0.6479425268520972,0.6479425268520972,0.4155548730975832,0.4155548730975832,0.09227594929919687,1,0.5403210520744324,0.5403210520744324,0.49132341146469116,-0.3168524503707886,0.8081758618354797,-1.1205487637559333,1,0.5759094953536987,0.5759094953536987,-0.4155530333518982,-1.9455708265304565,1.5300178527832031,-0.7608406899300165,1,0.5981785655021667,0.5981785655021667,1.6322221755981445,-0.3571855127811432,1.9894076585769653,-0.7552369802538819,1,0.5130249261856079,0.5130249261856079,-0.3837233781814575,-0.6442803144454956,0.2605569362640381,-1.467860687260373
SEQ_1008,1,0.7612909095690809,0.7612909095690809,0.7401330807420113,0.7401330807420113,0.3715049799954351,1,0.6169925928115845,0.6169925928115845,2.029730796813965,-0.3542826771736145,2.3840134143829346,-0.4835716667098906,1,0.6692816019058228,0.6692816019058228,0.8713399171829224,-2.6533472537994385,3.5246872901916504,0.10783160698237282,1,0.7055433988571167,0.7055433988571167,2.3945226669311523,-1.9746601581573486,4.369182586669922,0.2654242381784894,1,0.6342065930366516,0.6342065930366516,0.712156355381012,-2.0393741130828857,2.751530408859253,-0.392016024130633
SEQ_1009,1,0.8090948359521625,0.8090948359521625,0.9078853230023348,0.9078853230023348,0.5158193390628952,1,0.7301371693611145,0.7301371693611145,2.5712714195251465,-2.4053215980529785,4.976593017578125,0.5643877672015709,1,0.7249314188957214,0.7249314188957214,1.936893105506897,-2.9083902835845947,4.845283508300781,0.6829471266592149,1,0.7578234076499939,0.7578234076499939,2.574589252471924,-3.129326820373535,5.703916072845459,0.8378778304071058,1,0.7218137383460999,0.7218137383460999,2.271216869354248,-2.496163845062256,4.767380714416504,0.4786242362984456
SEQ_101,1,0.5884023191646724,0.5884023191646724,0.2650935406566902,0.2650935406566902,-0.03716333844485272,1,0.5565266013145447,0.5565266013145447,-0.23950785398483276,-1.374894380569458,1.1353864669799805,-0.9882853454545432,1,0.5911500453948975,0.5911500453948975,1.1848384141921997,-0.6587689518928528,1.8436074256896973,-0.624273412427444,1,0.5138664841651917,0.5138664841651917,-0.383633553981781,-0.6610348224639893,0.27740126848220825,-1.4894990768288676,1,0.5828753709793091,0.5828753709793091,-0.7070152759552002,-2.3799564838409424,1.6729412078857422,-0.857855764434157
SEQ_1010,1,0.8090948359521625,0.8090948359521625,0.9078853230023348,0.9078853230023348,0.5158193390628952,1,0.6452974081039429,0.6452974081039429,1.8043091297149658,-1.1878483295440674,2.992157459259033,-0.23775075219697145,1,0.6316640377044678,0.6316640377044678,1.3250235319137573,-1.3717879056930542,2.6968114376068115,-0.25270573566500143,1,0.6725938320159912,0.6725938320159912,0.969623327255249,-2.6300768852233887,3.5997002124786377,-0.06459891162991639,1,0.6504807472229004,0.6504807472229004,1.631798267364502,-1.4739667177200317,3.105764865875244,-0.2390231262655803
SEQ_1011,1,0.8784575415806171,0.8784575415806171,1.22236472015042,1.22236472015042,0.7863605373672312,1,0.710468590259552,0.710468590259552,1.9588720798492432,-2.529432773590088,4.48830509185791,0.36701448786507035,1,0.6896458268165588,0.6896458268165588,1.3098022937774658,-2.682518482208252,3.9923207759857178,0.31148452640828883,1,0.7260476350784302,0.7260476350784302,2.283189296722412,-2.590118646621704,4.873308181762695,0.48163856922981474,1,0.6985573768615723,0.6985573768615723,1.7373566627502441,-2.4648311138153076,4.202187538146973,0.23451884175427337
SEQ_1012,1,0.8515169274127897,0.8515169274127897,1.0860647806522188,1.0860647806522188,0.6691040515845142,1,0.6840768456459045,0.6840768456459045,1.3934659957885742,-2.469390392303467,3.862856388092041,0.11419877152936236,1,0.68288654088974,0.68288654088974,0.9043025374412537,-2.9310426712036133,3.8353452682495117,0.24312218410391018,1,0.7232328653335571,0.7232328653335571,1.8594813346862793,-2.9432928562164307,4.802774429321289,0.4513873614968451,1,0.687430739402771,0.687430739402771,1.609457015991211,-2.3312180042266846,3.9406750202178955,0.12157229701949643
SEQ_1013,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.6743951439857483,0.6743951439857483,1.0465035438537598,-2.594153881072998,3.640657424926758,0.024382628809029225,1,0.6783090829849243,0.6783090829849243,0.93040531873703,-2.799654960632324,3.730060338973999,0.19727092693377773,1,0.7215146422386169,0.7215146422386169,1.6742262840270996,-3.0857093334198,4.75993537902832,0.43301412932587435,1,0.6675090789794922,0.6675090789794922,1.5739319324493408,-1.910770297050476,3.4847021102905273,-0.07536116175636602
SEQ_1014,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.5819827318191528,0.5819827318191528,-0.044867515563964844,-1.6994575262069702,1.6545900106430054,-0.7784155111661941,1,0.619453489780426,0.619453489780426,0.7759456038475037,-1.6602009534835815,2.4361464977264404,-0.3662245011325276,1,0.6362532377243042,0.6362532377243042,0.8414576053619385,-1.9542368650436401,2.795694351196289,-0.4094288332817155,1,0.6630192399024963,0.6630192399024963,0.6716330647468567,-2.7122573852539062,3.383890390396118,-0.11890146919943723
SEQ_1015,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.7228972911834717,0.7228972911834717,1.6995244026184082,-3.0948710441589355,4.794395446777344,0.4907407852839804,1,0.7225168347358704,0.7225168347358704,1.7175074815750122,-3.0673937797546387,4.784901142120361,0.6566507951772934,1,0.7538487911224365,0.7538487911224365,2.469463586807251,-3.126765012741089,5.59622859954834,0.7916917703693106,1,0.7262234091758728,0.7262234091758728,2.031606435775757,-2.8461203575134277,4.8777265548706055,0.5262823044622257
SEQ_1016,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.6436561346054077,0.6436561346054077,0.5371910333633423,-2.4191513061523438,2.9563422203063965,-0.25222780720888005,1,0.668898344039917,0.668898344039917,1.3850980997085571,-2.1309351921081543,3.516033172607422,0.10406276586080392,1,0.6646990180015564,0.6646990180015564,0.8367301821708679,-2.5847978591918945,3.4215281009674072,-0.14101511480903375,1,0.6890880465507507,0.6890880465507507,1.7119678258895874,-2.267329692840576,3.979297637939453,0.13825330049423318
SEQ_1017,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.7246615290641785,0.7246615290641785,2.1454155445098877,-2.6931018829345703,4.838517189025879,0.5085754531078641,1,0.7168340682983398,0.7168340682983398,1.9145396947860718,-2.7295174598693848,4.644057273864746,0.5953137313765919,1,0.7536190748214722,0.7536190748214722,2.385343551635742,-3.2046968936920166,5.59004020690918,0.7890376318217276,1,0.7298054695129395,0.7298054695129395,2.2839388847351074,-2.684239625930786,4.968178749084473,0.5653483609593987
SEQ_1018,1,0.863616307268983,0.863616307268983,1.1444436369745352,1.1444436369745352,0.7193263742177486,1,0.6646284461021423,0.6646284461021423,1.0509991645812988,-2.3689463138580322,3.419945478439331,-0.06483243953965384,1,0.6784340143203735,0.6784340143203735,1.1884256601333618,-2.544497013092041,3.7329225540161133,0.19851741262622458,1,0.6851646304130554,0.6851646304130554,0.8366948962211609,-3.0513510704040527,3.8880460262298584,0.05906966984767565,1,0.7064036726951599,0.7064036726951599,1.320048451423645,-3.069857358932495,4.38990592956543,0.315593904094636
SEQ_1019,1,0.47924554400907615,0.5207544559909238,0.006332439108401089,0.006332439108401089,-0.2597710485914707,1,0.8055756092071533,0.8055756092071533,4.690720558166504,-2.4168484210968018,7.107568740844727,1.425760012004117,1,0.7320758104324341,0.7320758104324341,2.7427234649658203,-2.283177375793457,5.025900840759277,0.7616054096340408,1,0.7647078633308411,0.7647078633308411,2.5558764934539795,-3.3374531269073486,5.893329620361328,0.9191153709463149,1,0.7661271691322327,0.7661271691322327,1.8911293745040894,-4.041722774505615,5.932852268218994,0.981988228321049
SEQ_102,1,0.8535230442043947,0.8535230442043947,1.0954631901290846,1.0954631901290846,0.6771893410663838,1,0.6890537142753601,0.6890537142753601,1.1667015552520752,-2.811793327331543,3.978494882583618,0.16094157976422416,1,0.6847713589668274,0.6847713589668274,1.4461485147476196,-2.432785987854004,3.878934383392334,0.26210510731984377,1,0.664648711681366,0.664648711681366,0.08500159531831741,-3.3353993892669678,3.420401096343994,-0.14149847560863404,1,0.759199857711792,0.759199857711792,2.0387539863586426,-3.7027347087860107,5.741488456726074,0.8993387189722681
SEQ_1020,0,0.371993975944482,0.628006024055518,-0.2574259863956865,-0.2574259863956865,-0.4866778702969932,1,0.653475821018219,0.653475821018219,2.6265528202056885,-0.5452121496200562,3.171764850616455,-0.1651507595328051,1,0.6391476392745972,0.6391476392745972,0.7194165587425232,-2.138916015625,2.858332633972168,-0.1823637601900946,1,0.6052365303039551,0.6052365303039551,2.6280643939971924,0.49140164256095886,2.136662721633911,-0.692080784133907,1,0.6791044473648071,0.6791044473648071,0.6884726881980896,-3.059823751449585,3.7482964992523193,0.038484537411210704
SEQ_1021,0,0.16741210802798162,0.8325878919720184,-0.891735751862938,-0.891735751862938,-1.0323636150608848,1,0.6748826503753662,0.6748826503753662,3.284602642059326,-0.3671608567237854,3.651763439178467,0.028871845801205536,1,0.6266689300537109,0.6266689300537109,1.6698235273361206,-0.9199411869049072,2.5897645950317383,-0.29932430056251264,1,0.6094719171524048,0.6094719171524048,3.3815739154815674,1.1561086177825928,2.2254652976989746,-0.6539942640951679,1,0.6603593230247498,0.6603593230247498,0.9294852018356323,-2.394994020462036,3.324479103088379,-0.1445610424879102
SEQ_1022,0,0.3715638035985621,0.6284361964014379,-0.258556764637056,-0.258556764637056,-0.48765065930387536,1,0.6049107313156128,0.6049107313156128,2.0512256622314453,-0.078620545566082,2.1298460960388184,-0.5863098965109838,1,0.5833830833435059,0.5833830833435059,0.15173831582069397,-1.5316458940505981,1.6833841800689697,-0.6940501344154971,1,0.5777131915092468,0.5777131915092468,2.2643370628356934,0.6973730325698853,1.566964030265808,-0.9364187480341564,1,0.6348543167114258,0.6348543167114258,0.6343018412590027,-2.1311933994293213,2.7654953002929688,-0.38598462552866536
SEQ_1023,1,0.6771395982348803,0.6771395982348803,0.4926958758668193,0.4926958758668193,0.1586390227369135,1,0.6092779040336609,0.6092779040336609,1.7731513977050781,-0.44823819398880005,2.2213895320892334,-0.5493066711120526,1,0.5885571241378784,0.5885571241378784,0.4880415201187134,-1.3019767999649048,1.7900183200836182,-0.6476113001913408,1,0.5567095279693604,0.5567095279693604,1.606463074684143,0.46737173199653625,1.1390913724899292,-1.119928971233872,1,0.6261601448059082,0.6261601448059082,0.49645674228668213,-2.0824365615844727,2.5788931846618652,-0.4665775713946385
SEQ_1024,1,0.8362583506519639,0.8362583506519639,1.017793866747016,1.017793866747016,0.6103717625228295,1,0.6870904564857483,0.6870904564857483,3.108238458633423,-0.8245204091072083,3.9327588081359863,0.14245437473167566,1,0.6425400972366333,0.6425400972366333,1.4244027137756348,-1.5076279640197754,2.93203067779541,-0.15026849277121726,1,0.6974771022796631,0.6974771022796631,2.6449460983276367,-1.5316176414489746,4.176563739776611,0.1828119773960339,1,0.6935966610908508,0.6935966610908508,1.0230144262313843,-3.061927318572998,4.084941864013672,0.1838807542037289
SEQ_1025,1,0.8321363746690505,0.8321363746690505,1.0002359683404993,1.0002359683404993,0.5952670055254481,1,0.6750143766403198,0.6750143766403198,2.7942259311676025,-0.8605384826660156,3.654764413833618,0.03008488462050319,1,0.6219793558120728,0.6219793558120728,1.2699166536331177,-1.2198740243911743,2.489790678024292,-0.34286262851274124,1,0.6849789023399353,0.6849789023399353,2.522350549697876,-1.3613914251327515,3.883741855621338,0.057223654930141504,1,0.6730953454971313,0.6730953454971313,0.8767452836036682,-2.7343461513519287,3.611091375350952,-0.02077398217051412
SEQ_1026,1,0.8937926661653091,0.8937926661653091,1.3120839827622186,1.3120839827622186,0.8635444706808263,1,0.6918616890907288,0.6918616890907288,3.280088424682617,-0.7640987038612366,4.044187068939209,0.18749534356795342,1,0.641388475894928,0.641388475894928,1.4477972984313965,-1.4591814279556274,2.9069786071777344,-0.16117859111520247,1,0.7187399864196777,0.7187399864196777,2.8951961994171143,-1.7959052324295044,4.691101551055908,0.40349200187662587,1,0.7050610780715942,0.7050610780715942,1.132317304611206,-3.2252626419067383,4.357580184936523,0.3016325029704117
SEQ_1027,0,0.4256169392522768,0.5743830607477232,-0.12209250243808012,-0.12209250243808012,-0.3702528095374465,1,0.7240143418312073,0.7240143418312073,2.913738250732422,-1.9085718393325806,4.822309970855713,0.5020242532303543,1,0.7165931463241577,0.7165931463241577,2.212205410003662,-2.4259185791015625,4.638123989105225,0.5927298044342986,1,0.7028120160102844,0.7028120160102844,3.5880699157714844,-0.7155529260635376,4.303622722625732,0.23730628049867422,1,0.7059081196784973,0.7059081196784973,1.8040177822113037,-2.573946475982666,4.377964019775391,0.3104362257586218
SEQ_1028,0,0.4124051814152773,0.5875948185847226,-0.15455223927553985,-0.15455223927553985,-0.39817736097162054,1,0.7307536602020264,0.7307536602020264,2.669132947921753,-2.3231167793273926,4.992249488830566,0.5707163469414326,1,0.7099081873893738,0.7099081873893738,2.036177158355713,-2.4385132789611816,4.4746904373168945,0.5215550041581326,1,0.7103915214538574,0.7103915214538574,3.191669225692749,-1.2947620153427124,4.486431121826172,0.3157109402271944,1,0.7079765200614929,0.7079765200614929,1.848725438117981,-2.5791587829589844,4.427884101867676,0.33199657334675964
SEQ_1029,0,0.4174917105273034,0.5825082894726966,-0.14199999993079693,-0.14199999993079693,-0.38737888608097293,1,0.7328693270683289,0.7328693270683289,2.726469039916992,-2.319678544998169,5.046147346496582,0.5925026667671023,1,0.7151111364364624,0.7151111364364624,1.8726814985275269,-2.729012966156006,4.601694583892822,0.5768649124840192,1,0.7174518704414368,0.7174518704414368,2.997636556625366,-1.6616487503051758,4.659285545349121,0.38984644121162493,1,0.7157232165336609,0.7157232165336609,1.8570722341537476,-2.759652853012085,4.616724967956543,0.4135564294422323
SEQ_103,1,0.792349574246746,0.792349574246746,0.8459731449134477,0.8459731449134477,0.46255736068943865,1,0.5287162065505981,0.5287162065505981,0.04414713382720947,-0.5308095216751099,0.5749566555023193,-1.2148194535141057,1,0.520355761051178,0.520355761051178,-0.3396458625793457,-0.7469854354858398,0.40733957290649414,-1.249763566966334,1,0.5716220140457153,0.5716220140457153,0.6133983135223389,-0.8289614915847778,1.4423598051071167,-0.9898602305756196,1,0.571198046207428,0.571198046207428,-0.05240198224782944,-1.4861056804656982,1.4337036609649658,-0.961181809816252
SEQ_1030,0,0.4174917105273034,0.5825082894726966,-0.14199999993079693,-0.14199999993079693,-0.38737888608097293,1,0.7438523769378662,0.7438523769378662,3.2310054302215576,-2.099438190460205,5.330443382263184,0.7074193745657981,1,0.727065920829773,0.727065920829773,2.162684917449951,-2.7362489700317383,4.8989338874816895,0.7063116988731707,1,0.7399187684059143,0.7399187684059143,3.1358025074005127,-2.091930389404297,5.2277326583862305,0.6336476159184109,1,0.7285234332084656,0.7285234332084656,2.0172119140625,-2.9185080528259277,4.935719966888428,0.5513295012720156
SEQ_1031,0,0.13219248888038035,0.8678075111196196,-1.0556602278200056,-1.0556602278200056,-1.1733850128345273,0,0.4931001663208008,0.5068998336791992,-0.23470169305801392,-0.09669628739356995,-0.13800540566444397,-1.5030093772101218,0,0.4967512786388397,0.5032486915588379,0.8280093669891357,0.8929846882820129,-0.0649753212928772,-1.4554552251005064,1,0.5528414845466614,0.5528414845466614,0.11208239942789078,-0.9487087726593018,1.0607911348342896,-1.1535111453402243,1,0.5906575322151184,0.5906575322151184,1.6537078619003296,-0.1797136813402176,1.8334215879440308,-0.7885447250665377
SEQ_1032,1,0.9709433057923721,0.9709433057923721,2.126912982863878,2.126912982863878,1.564527797727913,1,0.708879292011261,0.708879292011261,1.680065393447876,-2.7696714401245117,4.449736595153809,0.35142452490962883,1,0.7614381909370422,0.7614381909370422,2.852644920349121,-2.9502575397491455,5.8029022216796875,1.0999870791026245,1,0.7365850210189819,0.7365850210189819,0.022617526352405548,-5.118852615356445,5.141469955444336,0.5966504215826848,1,0.7758503556251526,0.7758503556251526,1.975368857383728,-4.2328596115112305,6.208228588104248,1.1009225113875798
SEQ_1033,1,0.9709433057923721,0.9709433057923721,2.126912982863878,2.126912982863878,1.564527797727913,1,0.7574455738067627,0.7574455738067627,2.516679048538208,-3.1769468784332275,5.6936259269714355,0.8542231886087372,1,0.802993893623352,0.802993893623352,3.2698898315429688,-3.7556707859039307,7.02556037902832,1.6324508798527952,1,0.7856343984603882,0.7856343984603882,0.5859725475311279,-5.908069610595703,6.49404239654541,1.1767549598125056,1,0.8116324543952942,0.8116324543952942,2.4958090782165527,-4.807455062866211,7.303264141082764,1.5738653863600185
SEQ_1034,1,0.9709433057923721,0.9709433057923721,2.126912982863878,2.126912982863878,1.564527797727913,1,0.7382433414459229,0.7382433414459229,2.102813959121704,-3.081476926803589,5.184290885925293,0.6483423506093338,1,0.7822777032852173,0.7822777032852173,2.910360813140869,-3.4845852851867676,6.394946098327637,1.357820334355624,1,0.7650564312934875,0.7650564312934875,0.7066426873207092,-5.196377277374268,5.903019905090332,0.9232714353294234,1,0.7992682456970215,0.7992682456970215,2.445974588394165,-4.462660312652588,6.908635139465332,1.403426194623462
SEQ_1035,1,0.9660889827765241,0.9660889827765241,2.0326455836839346,2.0326455836839346,1.4834311810132546,1,0.7791209816932678,0.7791209816932678,2.738140344619751,-3.5646157264709473,6.302756309509277,1.10044279554999,1,0.7931737303733826,0.7931737303733826,2.943020820617676,-3.7777953147888184,6.720816135406494,1.499735715568863,1,0.7851049900054932,0.7851049900054932,1.069586992263794,-5.408752918243408,6.478340148925781,1.170020425803266,1,0.8182540535926819,0.8182540535926819,3.147857189178467,-4.3749566078186035,7.52281379699707,1.668688285200965
SEQ_1036,1,0.9660889827765241,0.9660889827765241,2.0326455836839346,2.0326455836839346,1.4834311810132546,1,0.7239062190055847,0.7239062190055847,1.7963011264801025,-3.0233047008514404,4.819605827331543,0.5009311979917371,1,0.7615846991539001,0.7615846991539001,2.9607932567596436,-2.8461430072784424,5.806936264038086,1.1017438919236324,1,0.7369675636291504,0.7369675636291504,-0.010485462844371796,-5.1618194580078125,5.151333808898926,0.6008809278236543,1,0.7816649079322815,0.7816649079322815,2.0980312824249268,-4.27894401550293,6.376975059509277,1.1738036531100302
SEQ_1037,1,0.9663918256583871,0.9663918256583871,2.038132943299523,2.038132943299523,1.488151861793589,1,0.7426939606666565,0.7426939606666565,2.1130025386810303,-3.1870880126953125,5.300090789794922,0.6951504029278267,1,0.7643383741378784,0.7643383741378784,2.795489549636841,-3.0875768661499023,5.883066177368164,1.1348982309012734,1,0.7574883103370667,0.7574883103370667,0.8273335695266724,-4.867457389831543,5.694790840148926,0.8339641110832426,1,0.7970720529556274,0.7970720529556274,2.539459705352783,-4.301010608673096,6.840470314025879,1.3739859920404123
SEQ_1038,1,0.9439283982193262,0.9439283982193262,1.7216347182396587,1.7216347182396587,1.2158739006762482,1,0.7865676879882812,0.7865676879882812,2.818645715713501,-3.70314884185791,6.521794319152832,1.1889812336015182,1,0.7671470642089844,0.7671470642089844,2.8445236682891846,-3.116832733154297,5.961356163024902,1.1689932746164045,1,0.7810640335083008,0.7810640335083008,2.3441572189331055,-4.015231609344482,6.359388828277588,1.1190034164072489,1,0.8187789916992188,0.8187789916992188,3.5303688049316406,-4.010115623474121,7.540484428405762,1.6763201828122098
SEQ_1039,1,0.9135834737254183,0.9135834737254183,1.4467103450302927,1.4467103450302927,0.9793612068538725,1,0.6706644892692566,0.6706644892692566,1.32814621925354,-2.2278144359588623,3.5559606552124023,-0.009853071701225425,1,0.6944616436958313,0.6944616436958313,1.2352077960968018,-2.870100498199463,4.105308532714844,0.3606903408255326,1,0.6876369714736938,0.6876369714736938,0.29093900322914124,-3.654536485671997,3.9454755783081055,0.08370061956743813,1,0.72587651014328,0.72587651014328,2.049755096435547,-2.8192501068115234,4.86900520324707,0.5225155764329293
