peptide_id,SVM_pred,SVM_prob_AMP,SVM_confidence,SVM_hyperplane_distance,SVM_distance,SVM_score_z
SEQ_170,0,0.19115367845192566,0.8088463215480743,-0.7963502153534014,-0.7963502153534014,-0.8637308255232873
SEQ_171,1,0.9415914469691292,0.9415914469691292,1.696029187590982,1.696029187590982,1.25928027821962
SEQ_172,1,0.9135834737254183,0.9135834737254183,1.4467103450302927,1.4467103450302927,1.0469102552193599
SEQ_173,1,0.8560745837374942,0.8560745837374942,1.1075722850245397,1.1075722850245397,0.7580321388926585
SEQ_174,1,0.529955033173008,0.529955033173008,0.12619667927468103,0.12619667927468103,-0.07790451886019142
SEQ_175,1,0.5394217200253089,0.5394217200253089,0.14863080736666945,0.14863080736666945,-0.058795107594066906
SEQ_176,1,0.6456410009925411,0.6456410009925411,0.4003279576629305,0.4003279576629305,0.1556007601571053
SEQ_177,1,0.7261443286166355,0.7261443286166355,0.631145276252486,0.631145276252486,0.35221116775511946
SEQ_178,1,0.6512933562594747,0.6512933562594747,0.42424711184865693,0.42424711184865693,0.17597511803714794
SEQ_179,0,0.46187107570491875,0.5381289242950813,-0.03488233439716548,-0.03488233439716548,-0.21511177318162214
SEQ_18,1,0.7841661028095597,0.7841661028095597,0.8170477730697675,0.8170477730697675,0.5105630882092728
SEQ_180,1,0.7261443286166355,0.7261443286166355,0.631145276252486,0.631145276252486,0.35221116775511946
SEQ_181,1,0.7261443286166355,0.7261443286166355,0.631145276252486,0.631145276252486,0.35221116775511946
SEQ_182,1,0.7261443286166355,0.7261443286166355,0.631145276252486,0.631145276252486,0.35221116775511946
SEQ_183,1,0.687482841400387,0.687482841400387,0.5208716642152899,0.5208716642152899,0.2582800020071456
SEQ_184,1,0.5884023191646724,0.5884023191646724,0.2650935406566902,0.2650935406566902,0.04040795741877622
SEQ_185,1,0.7957256028434813,0.7957256028434813,0.858148726548199,0.858148726548199,0.5455729187776238
SEQ_186,1,0.8505633645211818,0.8505633645211818,1.0816341985226954,1.0816341985226954,0.7359380525797135
SEQ_187,1,0.7727510444487286,0.7727510444487286,0.777986940871681,0.777986940871681,0.47729103485334695
SEQ_188,1,0.6145703963461243,0.6145703963461243,0.3272217799750733,0.3272217799750733,0.09332884970873197
SEQ_189,1,0.9699359984063722,0.9699359984063722,2.106159595433854,2.106159595433854,1.6086297427531517
SEQ_19,1,0.8790292314176259,0.8790292314176259,1.2255268129474062,1.2255268129474062,0.8585059159673546
SEQ_190,0,0.2578485371028883,0.7421514628971118,-0.5688225500922678,-0.5688225500922678,-0.6699225477035299
SEQ_191,1,0.9103572128232071,0.9103572128232071,1.4229791454289167,1.4229791454289167,1.026695997229849
SEQ_192,0,0.33670464917081006,0.6632953508291899,-0.3532860779676095,-0.3532860779676095,-0.4863283793992776
SEQ_193,0,0.0516319409991232,0.9483680590008768,-1.6872853322928756,-1.6872853322928756,-1.6226301904203404
SEQ_194,0,0.11136622575025139,0.8886337742497487,-1.170884714294495,-1.170884714294495,-1.1827596616015281
SEQ_195,0,0.10170358881375066,0.8982964111862494,-1.2308594475075845,-1.2308594475075845,-1.2338461953792466
SEQ_196,1,0.9699359984063722,0.9699359984063722,2.106159595433854,2.106159595433854,1.6086297427531517
SEQ_197,1,0.9047598622451004,0.9047598622451004,1.383584923651469,1.383584923651469,0.9931399623187797
SEQ_198,1,0.9699359984063722,0.9699359984063722,2.106159595433854,2.106159595433854,1.6086297427531517
SEQ_199,1,0.8929757992595532,0.8929757992595532,1.307025807702614,1.307025807702614,0.9279268358340448
SEQ_2,1,0.5157006278151279,0.5157006278151279,0.09247335553830249,0.09247335553830249,-0.10663007752227525
SEQ_20,1,0.8790292314176259,0.8790292314176259,1.2255268129474062,1.2255268129474062,0.8585059159673546
SEQ_200,0,0.053778624158053054,0.946221375841947,-1.6626482724274858,-1.6626482724274858,-1.601644319811712
SEQ_201,0,0.15225865528500193,0.8477413447149981,-0.9584052030287113,-0.9584052030287113,-1.0017694154125973
SEQ_202,1,0.8545364341379325,0.8545364341379325,1.1002513959480784,1.1002513959480784,0.7517961987383479
SEQ_203,1,0.9404045263275029,0.9404045263275029,1.6833906559412384,1.6833906559412384,1.2485147651537865
SEQ_204,1,0.5579457625846721,0.5579457625846721,0.19261986605874626,0.19261986605874626,-0.02132518630674135
SEQ_205,0,0.06775233967707098,0.932247660322929,-1.4926027433635918,-1.4926027433635918,-1.4567993793030538
SEQ_206,0,0.0817500331836003,0.9182499668163997,-1.3727810781211893,-1.3727810781211893,-1.3547351729153467
SEQ_207,0,0.0817500331836003,0.9182499668163997,-1.3727810781211893,-1.3727810781211893,-1.3547351729153467
SEQ_208,1,0.724363266798586,0.724363266798586,0.6258680521705223,0.6258680521705223,0.34771602335225976
SEQ_209,1,0.7512857839027155,0.7512857839027155,0.7080887435249249,0.7080887435249249,0.41775168505633387
SEQ_21,0,0.07132537224472989,0.9286746277552701,-1.4599908236063333,-1.4599908236063333,-1.4290205155886286
SEQ_210,0,0.060233089242729534,0.9397669107572705,-1.5668037336338707,-1.5668037336338707,-1.520003852131879
SEQ_211,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_212,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_213,1,0.9350948393873798,0.9350948393873798,1.629591650054211,1.629591650054211,1.202688721681609
SEQ_214,1,0.7605072969937496,0.7605072969937496,0.7375908669642225,0.7375908669642225,0.4428816213620306
SEQ_215,1,0.8515169274127897,0.8515169274127897,1.0860647806522188,1.0860647806522188,0.7397120265765741
SEQ_216,1,0.9031995130819267,0.9031995130819267,1.3729756868737835,1.3729756868737835,0.9841030045206788
SEQ_217,1,0.5547239155849494,0.5547239155849494,0.184961104207504,0.184961104207504,-0.02784892680624215
SEQ_218,1,0.683943657607817,0.683943657607817,0.5111752231251089,0.5111752231251089,0.25002056442837084
SEQ_219,1,0.688242142248695,0.688242142248695,0.5229597121617712,0.5229597121617712,0.26005860319855756
SEQ_22,0,0.14335016152898067,0.8566498384710193,-1.0001754258360513,-1.0001754258360513,-1.0373493302205263
SEQ_220,1,0.8947667050015224,0.8947667050015224,1.318160713033767,1.318160713033767,0.9374115585970547
SEQ_221,1,0.8814683932333716,0.8814683932333716,1.2391656588707054,1.2391656588707054,0.8701234976658698
SEQ_222,1,0.9470761528256996,0.9470761528256996,1.757760358956368,1.757760358956368,1.3118629476562822
SEQ_223,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_224,1,0.9497503701245824,0.9497503701245824,1.7900825647941718,1.7900825647941718,1.339395032783473
SEQ_225,1,0.8784575415806171,0.8784575415806171,1.22236472015042,1.22236472015042,0.8558124423689384
SEQ_226,1,0.5815824436798573,0.5815824436798573,0.24886407525038712,0.24886407525038712,0.026583683624550145
SEQ_227,1,0.9460714163583238,0.9460714163583238,1.74601407986568,1.74601407986568,1.3018574561537712
SEQ_228,1,0.5815824436798573,0.5815824436798573,0.24886407525038712,0.24886407525038712,0.026583683624550145
SEQ_229,0,0.14337968754803715,0.8566203124519629,-1.0000334735358152,-1.0000334735358152,-1.0372284151185769
SEQ_23,1,0.9550328564435295,0.9550328564435295,1.8590282401941334,1.8590282401941334,1.3981230234963855
SEQ_230,1,0.6121258754121488,0.6121258754121488,0.32143363475176867,0.32143363475176867,0.088398502200389
SEQ_231,1,0.8819642344621338,0.8819642344621338,1.241968037073764,1.241968037073764,0.8725105660371427
SEQ_232,1,0.893921737793532,0.893921737793532,1.312886370528569,1.312886370528569,0.9329188687239759
SEQ_233,1,0.90634229761212,0.90634229761212,1.394505421961771,1.394505421961771,1.0024420529811353
SEQ_234,1,0.7605072969937496,0.7605072969937496,0.7375908669642225,0.7375908669642225,0.4428816213620306
SEQ_235,1,0.8857474465673356,0.8857474465673356,1.2636949091484921,1.2636949091484921,0.8910175359670651
SEQ_236,1,0.67028971183956,0.67028971183956,0.47429673139625594,0.47429673139625594,0.21860743072282285
SEQ_237,1,0.9668475588723456,0.9668475588723456,2.0464811218406243,2.0464811218406243,1.5577955631963878
SEQ_238,1,0.7561790927526282,0.7561790927526282,0.723650124219584,0.723650124219584,0.4310068836690745
SEQ_239,0,0.1380711863458295,0.8619288136541705,-1.025956636886975,-1.025956636886975,-1.059309789877828
SEQ_24,1,0.9472289964294061,0.9472289964294061,1.7595656615863153,1.7595656615863153,1.3134007061229374
SEQ_240,1,0.9298948360833718,0.9298948360833718,1.5807443221866775,1.5807443221866775,1.1610805221721627
SEQ_241,1,0.7723122474472806,0.7723122474472806,0.7765134099182719,0.7765134099182719,0.4760358798106995
SEQ_242,1,0.9505275470797533,0.9505275470797533,1.7997815822946777,1.7997815822946777,1.3476566649509694
SEQ_243,1,0.8710952185988142,0.8710952185988142,1.1827499488619102,1.1827499488619102,0.8220685431783148
SEQ_244,0,0.37222773319625313,0.6277722668037469,-0.2568118747188483,-0.2568118747188483,-0.40415156294833515
SEQ_245,1,0.8610749395149415,0.8610749395149415,1.131831836684694,1.131831836684694,0.778696447659409
SEQ_246,1,0.7312874337876756,0.7312874337876756,0.6465053640962176,0.6465053640962176,0.36529490492939765
SEQ_247,1,0.9173763773100112,0.9173763773100112,1.475664031558492,1.475664031558492,1.0715730324518475
SEQ_248,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_249,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_25,1,0.9598090464486547,0.9598090464486547,1.9283607235802225,1.9283607235802225,1.4571804976132274
SEQ_250,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_251,1,0.7812415000532197,0.7812415000532197,0.806902631354205,0.806902631354205,0.5019214470186338
SEQ_252,1,0.7812415000532197,0.7812415000532197,0.806902631354205,0.806902631354205,0.5019214470186338
SEQ_253,1,0.9055167391621645,0.9055167391621645,1.3887876109600379,1.3887876109600379,0.9975716162284314
SEQ_254,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_255,1,0.9031995130819267,0.9031995130819267,1.3729756868737835,1.3729756868737835,0.9841030045206788
SEQ_256,1,0.5474806439483489,0.5474806439483489,0.16775430952703863,0.16775430952703863,-0.042505690589194796
SEQ_257,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_258,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_259,0,0.13227354205753558,0.8677264579424644,-1.055243163643055,-1.055243163643055,-1.0842560807273554
SEQ_26,1,0.8986306588744647,0.8986306588744647,1.3427706015014835,1.3427706015014835,0.9583742845837623
SEQ_260,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_261,0,0.0817500331836003,0.9182499668163997,-1.3727810781211893,-1.3727810781211893,-1.3547351729153467
SEQ_262,1,0.9049854708491011,0.9049854708491011,1.3851318235264767,1.3851318235264767,0.9944576130773841
SEQ_263,1,0.95765909282718,0.95765909282718,1.8962284368129878,1.8962284368129878,1.429810185727765
SEQ_264,1,0.9550328564435295,0.9550328564435295,1.8590282401941334,1.8590282401941334,1.3981230234963855
SEQ_265,1,0.8924757641602302,0.8924757641602302,1.3039463671296039,1.3039463671296039,0.9253037654772229
SEQ_266,1,0.9263163588924297,0.9263163588924297,1.5490459354187598,1.5490459354187598,1.1340798067114564
SEQ_267,1,0.9292460335977158,0.9292460335977158,1.574887635645711,1.574887635645711,1.156091791105406
SEQ_268,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_269,1,0.8954791711658358,0.8954791711658358,1.3226372950370728,1.3226372950370728,0.9412247153293752
SEQ_27,1,0.9469604556426097,0.9469604556426097,1.756397080136272,1.756397080136272,1.3107017054837855
SEQ_270,1,0.9341652669367502,0.9341652669367502,1.6205982766083915,1.6205982766083915,1.1950281577790884
SEQ_271,0,0.0817500331836003,0.9182499668163997,-1.3727810781211893,-1.3727810781211893,-1.3547351729153467
SEQ_272,0,0.06775233967707098,0.932247660322929,-1.4926027433635918,-1.4926027433635918,-1.4567993793030538
SEQ_273,1,0.6410107023645326,0.6410107023645326,0.38949660934619657,0.38949660934619657,0.14637460754255235
SEQ_274,1,0.5063168697067386,0.5063168697067386,0.0703008683196682,0.0703008683196682,-0.12551662284805876
SEQ_275,1,0.5063168697067386,0.5063168697067386,0.0703008683196682,0.0703008683196682,-0.12551662284805876
SEQ_276,1,0.5063168697067386,0.5063168697067386,0.0703008683196682,0.0703008683196682,-0.12551662284805876
SEQ_277,1,0.7292413367212274,0.7292413367212274,0.640372725128518,0.640372725128518,0.36007111732776204
SEQ_278,0,0.3129658447576137,0.6870341552423863,-0.4088770399908021,-0.4088770399908021,-0.5336808127822386
SEQ_279,1,0.6314126034560152,0.6314126034560152,0.3669686590543363,0.3669686590543363,0.1271852784389308
SEQ_28,0,0.09929080543716072,0.9007091945628393,-1.2466194462138447,-1.2466194462138447,-1.2472705769998127
SEQ_280,1,0.6314126034560152,0.6314126034560152,0.3669686590543363,0.3669686590543363,0.1271852784389308
SEQ_281,1,0.5663783683148291,0.5663783683148291,0.21267725762339162,0.21267725762339162,-0.004240281434892017
SEQ_282,1,0.6314126034560152,0.6314126034560152,0.3669686590543363,0.3669686590543363,0.1271852784389308
SEQ_283,0,0.2907538667002042,0.7092461332997958,-0.47113061595742967,-0.47113061595742967,-0.5867084669462551
SEQ_284,1,0.6314126034560152,0.6314126034560152,0.3669686590543363,0.3669686590543363,0.1271852784389308
SEQ_285,0,0.23721172609032992,0.7627882739096701,-0.6342710703047185,-0.6342710703047185,-0.7256716583607711
SEQ_286,0,0.2767305646548026,0.7232694353451974,-0.5118781758886831,-0.5118781758886831,-0.621417276560989
SEQ_287,0,0.2929953240082402,0.7070046759917599,-0.46472733099992436,-0.46472733099992436,-0.5812541428376727
SEQ_288,0,0.3078051078827107,0.6921948921172894,-0.4231130553387218,-0.4231130553387218,-0.5458070639545054
SEQ_289,0,0.3129658447576137,0.6870341552423863,-0.4088770399908021,-0.4088770399908021,-0.5336808127822386
SEQ_29,1,0.7728860941423469,0.7728860941423469,0.7784408548417939,0.7784408548417939,0.47767767919712356
SEQ_290,0,0.23721172609032992,0.7627882739096701,-0.6342710703047185,-0.6342710703047185,-0.7256716583607711
SEQ_291,0,0.4515177203545545,0.5484822796454455,-0.059577136635676986,-0.059577136635676986,-0.236146828797617
SEQ_292,0,0.4073392727223448,0.5926607272776552,-0.16712890467106223,-0.16712890467106223,-0.32775952528217367
SEQ_293,0,0.4073601464419887,0.5926398535580113,-0.167076921688587,-0.167076921688587,-0.32771524612914016
SEQ_294,1,0.9662692038641998,0.9662692038641998,2.035905378147399,2.035905378147399,1.5487871348389186
SEQ_295,1,0.8192434251844639,0.8192434251844639,0.9474311590625194,0.9474311590625194,0.6216237781986077
SEQ_296,1,0.9069581147171641,0.9069581147171641,1.3988002557749093,1.3988002557749093,1.0061003964352866
SEQ_297,0,0.4534517584156984,0.5465482415843016,-0.054954076672660945,-0.054954076672660945,-0.23220890200237965
SEQ_298,1,0.7406546585683713,0.7406546585683713,0.6749668898359972,0.6749668898359972,0.38953845914254603
SEQ_299,0,0.1604746242339423,0.8395253757660577,-0.9216242699539513,-0.9216242699539513,-0.9704393822597422
SEQ_3,0,0.14838162692789933,0.8516183730721006,-0.9763287387326743,-0.9763287387326743,-1.0170366998689255
SEQ_30,0,0.07383348342147891,0.9261665165785211,-1.437988286973118,-1.437988286973118,-1.4102787343302685
SEQ_300,0,0.15421374067944468,0.8457862593205553,-0.949508606781731,-0.949508606781731,-0.9941912864184546
SEQ_301,0,0.1302290567135371,0.8697709432864629,-1.0658300854011546,-1.0658300854011546,-1.0932740305709268
SEQ_302,0,0.18885405295751118,0.8111459470424889,-0.8051727742205746,-0.8051727742205746,-0.8712458894081464
SEQ_303,0,0.17840598279896464,0.8215940172010354,-0.8463332519237093,-0.8463332519237093,-0.9063064227667056
SEQ_304,1,0.7014308648968567,0.7014308648968567,0.5596888352573853,0.5596888352573853,0.29134450456277655
SEQ_305,1,0.6555395546652002,0.6555395546652002,0.4353180141124676,0.4353180141124676,0.18540532292760578
SEQ_306,0,0.18952641857696378,0.8104735814230362,-0.8025847600869904,-0.8025847600869904,-0.8690414165515051
SEQ_307,1,0.9684908026205477,0.9684908026205477,2.0775306153594535,2.0775306153594535,1.5842435507813417
SEQ_308,1,0.762655004484968,0.762655004484968,0.744572145298731,0.744572145298731,0.44882828076909037
SEQ_309,1,0.8192434251844639,0.8192434251844639,0.9474311590625194,0.9474311590625194,0.6216237781986077
SEQ_31,1,0.8470330325367019,0.8470330325367019,1.0654309398677966,1.0654309398677966,0.7221361017208152
SEQ_310,0,0.11735926569614283,0.8826407343038571,-1.1359408884592772,-1.1359408884592772,-1.1529944781114925
SEQ_311,1,0.9084509327629373,0.9084509327629373,1.409319021548968,1.409319021548968,1.0150602909479824
SEQ_312,1,0.9461544523483215,0.9461544523483215,1.7469769830799349,1.7469769830799349,1.302677658011192
SEQ_313,0,0.08749584782851771,0.9125041521714823,-1.328969163947305,-1.328969163947305,-1.3174161434941012
SEQ_314,0,0.06976481312960336,0.9302351868703966,-1.4740441049708655,-1.4740441049708655,-1.4409911137831408
SEQ_315,0,0.15106297500118665,0.8489370249988133,-0.9638924028683231,-0.9638924028683231,-1.0064434173619754
SEQ_316,1,0.9375494118954011,0.9375494118954011,1.6539295844083588,1.6539295844083588,1.2234197969003262
SEQ_317,1,0.5884023191646724,0.5884023191646724,0.2650935406566902,0.2650935406566902,0.04040795741877622
SEQ_318,1,0.9598090464486547,0.9598090464486547,1.9283607235802225,1.9283607235802225,1.4571804976132274
SEQ_319,0,0.038552280114418934,0.9614477198855811,-1.8628622594022288,-1.8628622594022288,-1.7721867809514065
SEQ_32,0,0.028272096262546537,0.9717279037374534,-2.0478296681687924,-2.0478296681687924,-1.9297421925304237
SEQ_320,0,0.036602512618029194,0.9633974873819708,-1.8938958826616021,-1.8938958826616021,-1.7986212502345302
SEQ_321,1,0.9331456777412298,0.9331456777412298,1.610869041628213,1.610869041628213,1.1867407863341783
SEQ_322,1,0.8893805655964685,0.8893805655964685,1.2851618585609055,1.2851618585609055,0.9093031035304148
SEQ_323,0,0.32082420827395164,0.6791757917260484,-0.3874420684635522,-0.3874420684635522,-0.515422484011344
SEQ_324,1,0.5930633141350835,0.5930633141350835,0.27618029617757744,0.27618029617757744,0.049851666128421575
SEQ_325,1,0.5930633141350835,0.5930633141350835,0.27618029617757744,0.27618029617757744,0.049851666128421575
SEQ_326,1,0.7489687049742669,0.7489687049742669,0.7007913908886508,0.7007913908886508,0.4115357932637619
SEQ_327,0,0.3167733165917854,0.6832266834082146,-0.3984559372189286,-0.3984559372189286,-0.5248041077060382
SEQ_328,1,0.7489687049742669,0.7489687049742669,0.7007913908886508,0.7007913908886508,0.4115357932637619
